customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
8612-GXIDD,1,0,1,1,0.13043478260869562,1,2,2,1,1,1,1,1,1,2,1,0,0.0711442786069652,0.03394876528963767,0
6288-CHQJB,0,0,1,1,0.7391304347826086,1,0,0,2,0,2,2,0,2,2,0,0,0.5144278606965175,0.4446168936072005,0
8160-HOWOX,0,0,0,0,0.05797101449275363,1,0,0,0,0,0,0,2,2,0,1,2,0.48358208955223875,0.05069236095084234,0
3023-GFLBR,0,0,1,1,0.43478260869565205,1,2,1,0,0,0,0,0,2,0,0,1,0.6756218905472637,0.3146665128086776,1
6648-INWPS,1,0,1,1,0.18840579710144925,1,0,2,1,1,1,1,1,1,0,0,2,0.018905472636815968,0.03722017078236786,0
4223-BKEOR,0,0,0,1,0.26086956521739124,1,0,0,2,0,2,0,0,2,1,0,3,0.46368159203980097,0.15208862220170782,0
4079-VTGLK,1,0,1,0,0.39130434782608686,1,2,0,0,0,2,0,2,2,2,0,2,0.56318407960199,0.24959035310408492,0
1763-WQFUK,1,0,0,0,0.48236602175280147,1,0,0,0,0,0,2,0,0,0,1,3,0.32089552238805974,0.014879990768520646,0
1391-UBDAR,1,0,0,0,0.11594202898550722,1,0,1,0,0,2,0,0,0,0,0,2,0.5437810945273632,0.0922744057235172,0
8894-JVDCV,0,0,0,0,0.855072463768116,1,2,1,2,2,2,2,2,2,1,1,1,0.9631840796019899,0.8209843064851141,0
2023-VQFDL,1,0,0,0,0.21739130434782603,1,0,2,1,1,1,1,1,1,0,0,2,0.007462686567164256,0.038079852296330485,0
1345-GKDZZ,1,0,0,1,0.04347826086956521,1,0,2,1,1,1,1,1,1,0,0,3,0.012935323383084618,0.012670205400415413,0
2014-MKGMH,0,0,0,0,0.6231884057971014,1,2,1,0,0,2,0,2,2,1,1,2,0.8243781094527363,0.5372259404569582,0
5628-FCGYG,1,0,0,0,0.26086956521739124,1,2,1,0,0,0,0,0,2,0,1,2,0.6552238805970149,0.19832102469420723,0
2560-WBWXF,1,0,0,0,0.9420289855072463,1,2,2,1,1,1,1,1,1,2,1,0,0.058706467661691575,0.1707881375490422,0
0248-IPDFW,0,0,0,0,0.4264026973998779,1,2,0,0,0,0,0,0,0,0,1,2,0.3169154228855722,0.0036118162935610543,0
7978-DKUQH,0,0,1,0,0.3188405797101449,1,0,1,0,0,2,0,0,0,0,1,2,0.5606965174129352,0.20527925225017307,0
4335-UPJSI,0,0,0,1,0.30434782608695643,1,0,2,1,1,1,1,1,1,2,0,3,0.014925373134328401,0.05530810062312483,0
0524-IAVZO,0,0,1,0,0.39130434782608686,1,2,1,0,0,0,0,0,2,0,1,2,0.664179104477612,0.3006519732287099,1
2737-YNGYW,0,0,0,0,0.4661002186524596,1,0,1,0,0,0,0,0,2,0,0,2,0.6199004975124378,0.019074544195707366,1
1784-EZDKJ,1,0,1,0,0.6956521739130435,1,2,1,0,2,2,0,2,2,1,1,0,0.881094527363184,0.6323563351027002,0
9297-FVVDH,0,0,1,1,0.782608695652174,1,2,0,2,0,2,2,2,2,2,1,2,0.6592039800995024,0.5569582275559658,0
8007-YYPWD,0,0,0,0,0.17391304347826084,1,2,2,1,1,1,1,1,1,2,0,0,0.06766169154228857,0.04042234018001384,0
7101-HRBLJ,0,0,1,1,0.9999999999999999,1,0,0,2,2,2,2,2,2,2,1,0,0.6512437810945274,0.701373182552504,0
5159-YFPKQ,0,0,0,0,0.4661002186524596,1,0,1,0,0,2,0,0,0,0,1,2,0.5726368159203981,0.016380106162012437,1
6635-CPNUN,1,0,1,0,0.3623188405797101,1,2,1,0,2,2,0,2,0,0,0,1,0.7796019900497513,0.30758712208631434,0
4021-RQSNY,1,0,1,0,0.3768115942028985,1,2,1,0,0,2,0,2,2,0,1,2,0.7985074626865672,0.3444899607662128,1
5453-YBTWV,1,0,1,1,0.9710144927536231,1,0,1,2,2,2,2,2,0,2,1,1,0.8243781094527363,0.804984998846065,0
5039-LZRQT,0,0,0,0,0.14492753623188404,1,0,2,1,1,1,1,1,1,1,0,3,0.019402985074626955,0.02936187399030693,0
2931-VUVJN,0,0,1,0,0.8115942028985507,1,2,1,2,2,2,2,0,0,1,1,2,0.754228855721393,0.6306369720747749,0
9061-TIHDA,1,0,1,0,0.14492753623188404,1,2,1,0,0,0,0,2,2,0,1,2,0.7661691542288558,0.14018578352180938,1
8699-ASUFO,1,0,1,0,0.05797101449275363,1,2,1,0,0,0,0,0,0,0,1,3,0.5587064676616916,0.058746826678975295,1
6418-PIQSP,0,0,1,0,0.855072463768116,1,0,0,2,0,2,2,2,2,2,0,3,0.6243781094527363,0.573171013154858,0
8220-OCUFY,0,0,0,0,0.26086956521739124,1,0,0,2,0,2,2,0,0,1,1,2,0.41791044776119407,0.14303600276944378,0
3995-WFCSM,0,0,0,0,0.4661002186524596,1,0,0,0,0,2,0,0,2,0,0,2,0.4238805970149254,0.010685437341333925,0
1895-QTKDO,0,0,0,0,0.4264026973998779,1,0,0,0,0,0,0,0,0,0,0,1,0.2557213930348259,0.002902146318947585,0
2038-OEQZH,1,0,0,0,0.01449275362318841,1,0,1,0,0,2,0,0,2,0,0,2,0.6746268656716418,0.033383337179783035,0
1178-PZGAB,0,0,0,0,0.2318840579710145,1,0,2,1,1,1,1,1,1,1,0,1,0.01990049751243783,0.04210131548580662,0
7927-AUXBZ,0,0,0,0,0.39130434782608686,1,0,1,0,0,0,2,2,0,0,0,2,0.6656716417910449,0.2927648280636972,1
2626-VEEWG,1,0,1,1,0.927536231884058,1,0,2,1,1,1,1,1,1,2,1,1,0.011442786069651767,0.14601892453265636,0
2878-RMWXY,1,0,1,0,0.9999999999999999,1,2,1,2,2,2,0,0,2,2,1,1,0.8398009950248757,0.869086083544888,0
1657-DYMBM,1,0,1,0,0.7246376811594203,1,0,2,1,1,1,1,1,1,2,0,1,0.016417910447761197,0.12592314793445647,0
7311-MQJCH,0,0,0,0,0.02898550724637681,1,0,2,1,1,1,1,1,1,1,0,2,0.012935323383084618,0.0093237941380106,0
7375-WMVMT,1,0,1,0,0.9855072463768115,1,0,1,0,2,2,2,0,2,2,1,1,0.7686567164179106,0.7717920609277636,0
1136-XGEQU,0,0,1,1,0.6811594202898551,1,2,0,0,2,2,2,2,2,1,1,1,0.6557213930348259,0.47837525963535654,0
2530-FMFXO,1,0,1,1,0.7681159420289856,1,2,1,0,0,2,2,2,2,2,1,2,0.8452736318407961,0.6756231248557582,0
6844-DZKRF,1,0,0,0,0.4661002186524596,1,0,0,0,0,0,2,0,0,0,1,1,0.3179104477611941,0.010437341333948746,0
4695-WJZUE,0,0,0,0,0.4661002186524596,1,2,1,0,0,2,0,0,2,0,1,2,0.699502487562189,0.018514885760443106,1
7619-ODSGN,1,0,1,1,0.30434782608695643,1,2,0,2,0,0,0,0,0,0,0,2,0.36318407960199006,0.15224440341564735,1
5970-GHJAW,1,0,1,1,0.6231884057971014,1,0,2,1,1,1,1,1,1,2,0,1,0.01691542288557224,0.09734594968843757,0
8879-XUAHX,1,0,1,0,0.9855072463768115,1,2,1,2,2,2,2,2,2,2,1,2,0.9751243781094527,0.9861470113085623,0
3689-MOZGR,0,0,0,0,0.3768115942028985,1,1,0,0,0,0,2,0,0,0,1,2,0.12885572139303492,0.10470805446572812,0
4195-PNGZS,1,0,1,1,0.9565217391304347,1,2,2,1,1,1,1,1,1,2,0,0,0.06169154228855733,0.19609969997692128,0
5003-XZWWO,1,0,1,0,0.9855072463768115,1,2,0,0,2,2,2,2,2,2,0,1,0.6562189054726368,0.685212324024925,0
3988-RQIXO,0,0,0,0,0.4264026973998779,1,0,1,0,0,0,0,2,2,0,1,2,0.726865671641791,0.008366028156012006,1
7622-FWGEW,1,0,1,0,0.7681159420289856,1,0,0,2,2,2,2,2,2,2,1,0,0.6706467661691543,0.5545407339026079,0
6922-NCEDI,1,0,0,1,0.7681159420289856,1,0,2,1,1,1,1,1,1,1,1,3,0.02935323383084587,0.14076275098084468,0
2514-GINMM,1,0,0,0,0.4264026973998779,1,0,1,0,0,0,0,2,0,0,1,2,0.6094527363184079,0.00700438495268868,1
9891-NQDBD,0,0,1,0,0.3623188405797101,1,2,2,1,1,1,1,1,1,1,0,3,0.072636815920398,0.07539810754673437,0
6131-IUNXN,0,0,1,1,0.2318840579710145,1,0,2,1,1,1,1,1,1,0,0,3,0.019402985074626955,0.041933994922686346,0
8548-AWOFC,1,0,1,0,0.9130434782608694,1,2,0,0,0,0,2,0,2,0,0,2,0.4537313432835821,0.48993768751442424,0
9798-DRYDS,0,0,1,1,0.20289855072463767,1,2,0,0,0,2,2,0,0,1,1,3,0.4348258706467662,0.1213824140318486,0
8532-UEFWH,1,0,1,1,0.7101449275362318,1,2,2,1,1,1,1,1,1,2,0,3,0.07462686567164184,0.15313293330256172,0
6296-DDOOR,0,0,0,0,0.2318840579710145,1,0,0,0,2,0,0,2,0,1,0,2,0.3975124378109453,0.11844564966535887,0
7951-VRDVK,0,0,0,0,0.4782608695652173,1,0,0,2,2,2,2,2,2,1,0,0,0.6726368159203979,0.34442072467112855,0
5931-FLJJF,1,0,1,0,0.05797101449275363,1,0,1,0,0,0,0,0,0,0,1,3,0.5159203980099503,0.05178282944841908,1
4815-YOSUK,1,0,1,1,0.9999999999999999,1,2,1,2,2,2,2,0,2,1,1,1,0.8621890547263682,0.8676090468497577,0
2659-VXMWZ,1,0,1,1,0.927536231884058,1,2,1,2,2,2,0,2,2,1,1,2,0.9258706467661691,0.8612162474036466,1
0380-NEAVX,1,0,0,0,0.4492753623188405,1,0,1,0,2,2,0,2,2,1,1,2,0.8119402985074626,0.3836083544888068,0
3207-OYBWH,1,0,1,0,0.782608695652174,1,2,1,0,2,2,0,0,2,0,1,0,0.7661691542288558,0.6240768520655435,1
4285-GYRQC,0,0,1,0,0.05797101449275363,1,0,1,0,0,2,0,2,0,0,1,2,0.6766169154228856,0.06557812139395336,1
7216-EWTRS,0,0,1,0,0.4264026973998779,1,2,1,0,0,2,0,2,2,0,1,2,0.8213930348258707,0.009462266328179092,1
4365-MSDYN,1,0,1,0,0.07246376811594202,1,0,2,1,1,1,1,1,1,0,1,0,0.012935323383084618,0.016426263558735305,0
7036-TYDEC,0,0,0,0,0.9565217391304347,1,2,1,0,0,2,2,2,2,2,0,2,0.8532338308457712,0.8088737595199631,0
5802-ADBRC,0,0,1,0,0.6811594202898551,1,2,1,2,0,2,0,2,2,1,1,3,0.8572139303482588,0.6016732056312024,0
8076-FEZKJ,1,0,0,0,0.1014492753623188,1,0,2,1,1,1,1,1,1,1,0,3,0.01243781094527363,0.023892222478652192,0
5197-YPYBZ,0,0,1,1,0.13043478260869562,1,2,2,1,1,1,1,1,1,2,0,1,0.06965174129353235,0.029529194553427174,0
8337-MSSXB,0,0,0,0,0.15942028985507245,1,0,1,0,2,0,0,0,2,0,1,2,0.6771144278606964,0.1341045465035772,1
4312-GVYNH,0,0,1,0,0.9710144927536231,1,1,0,2,0,2,2,0,2,2,1,0,0.31442786069651746,0.3867297484421878,0
8495-LJDFO,0,0,0,0,0.8840579710144927,1,2,1,2,0,2,2,2,2,0,1,0,0.9024875621890547,0.8184283406415878,0
0839-JTCUD,0,0,1,1,0.9130434782608694,1,2,0,2,2,2,2,2,2,2,0,1,0.7129353233830846,0.6854431110085392,0
5494-WOZRZ,0,0,1,1,0.9855072463768115,1,0,0,2,0,2,2,2,2,2,1,1,0.6343283582089552,0.6901742441726287,0
1302-UHBDD,1,0,0,0,0.2463768115942029,1,0,1,0,0,0,0,2,2,0,0,2,0.7134328358208956,0.1880510039233787,0
2234-EOFPT,1,0,1,0,0.9999999999999999,1,0,0,2,2,0,2,2,2,2,1,0,0.6079601990049751,0.6617182090930072,0
8619-IJNDK,0,0,1,1,0.9855072463768115,1,0,0,2,2,2,2,0,0,2,0,1,0.45572139303482584,0.5162820216939764,0
8378-LKJAF,1,0,1,1,0.5072463768115942,1,2,1,0,0,2,0,2,2,0,1,1,0.8248756218905473,0.45440803138702973,0
8182-BJDSI,0,0,0,0,0.3623188405797101,1,2,1,0,2,0,0,0,2,0,1,2,0.7134328358208956,0.3008019847680591,1
2528-HFYZX,1,0,1,0,0.20289855072463767,1,0,1,0,2,0,0,0,0,0,1,2,0.5791044776119403,0.14015693514885763,1
1153-GNOLC,1,0,0,0,0.43478260869565205,1,1,0,0,2,0,0,2,0,1,1,2,0.2074626865671642,0.1488806831294715,0
3298-QEICA,0,0,1,1,0.28985507246376807,1,1,0,2,0,0,2,0,0,2,0,3,0.16268656716417912,0.09169743826448187,0
0788-DXBFY,1,0,1,1,0.7971014492753623,1,0,2,1,1,1,1,1,1,1,1,2,0.012935323383084618,0.12577890606969763,0
3597-YASZG,0,0,1,0,0.9710144927536231,1,2,1,0,2,0,2,2,2,2,1,0,0.8577114427860697,0.845897761366259,0
3496-LFSZU,1,0,1,0,0.01449275362318841,1,0,1,0,0,0,0,0,0,0,0,2,0.5199004975124378,0.0317793676436649,0
5242-UOWHD,1,0,1,1,0.6086956521739131,1,0,2,1,1,1,1,1,1,2,0,3,0.02089552238805975,0.1050542349411493,0
2482-CZGBB,1,0,0,0,0.1014492753623188,1,0,1,0,0,0,0,0,0,0,1,2,0.5149253731343284,0.08322178629125315,1
6479-SZPLM,1,0,1,1,0.4782608695652173,1,0,2,1,1,1,1,1,1,2,0,1,0.011940298507462754,0.08489499192245553,0
8097-VBQTZ,1,0,0,0,0.7391304347826086,1,0,0,2,2,0,2,2,0,0,1,3,0.5139303482587065,0.4459381490883914,0
4500-HKANN,1,0,1,1,0.28985507246376807,1,2,0,0,2,0,2,0,0,2,0,3,0.41243781094527365,0.16102007846757443,0
9917-KWRBE,0,0,1,1,0.5507246376811594,1,2,0,2,2,2,0,2,0,1,1,1,0.5980099502487561,0.36838218324486494,0
3420-ZDBMA,1,0,0,0,0.02898550724637681,1,0,1,0,0,0,0,0,0,0,1,3,0.5293532338308458,0.040710823909531485,0
2212-LYASK,1,0,1,1,0.3478260869565217,1,1,0,0,2,2,0,0,2,1,1,1,0.27462686567164185,0.14165705054234942,0
1393-IMKZG,0,0,0,0,0.4264026973998779,1,0,1,0,0,0,2,2,2,0,1,2,0.7721393034825871,0.008891068543734115,0
8069-RHUXK,0,0,1,1,0.927536231884058,1,1,0,2,0,0,2,0,0,2,0,1,0.17363184079601995,0.2915878144472651,0
3398-GCPMU,0,0,1,1,0.9999999999999999,1,2,0,2,2,2,2,2,2,2,1,1,0.7094527363184079,0.7419859219939997,0
2908-WGAXL,0,0,1,1,0.7681159420289856,1,2,2,1,1,1,1,1,1,2,1,1,0.06666666666666671,0.1673321024694207,0
3378-AJRAO,1,0,1,1,0.5942028985507247,1,2,2,1,1,1,1,1,1,1,0,2,0.06567164179104479,0.11479344564966532,0
1013-QCWAM,0,0,1,0,0.9130434782608694,1,2,1,0,2,0,0,2,2,0,1,2,0.8213930348258707,0.769899607662128,0
0866-QLSIR,0,0,0,0,0.4492753623188405,1,2,0,2,2,0,2,0,0,1,1,3,0.4592039800995026,0.23885875836602813,1
6050-FFXES,0,0,1,0,0.9565217391304347,1,2,1,0,0,2,2,2,2,2,0,0,0.8666666666666667,0.8333544888068313,0
7181-BQYBV,0,0,1,1,0.4264026973998779,1,2,1,2,0,2,0,2,2,0,1,2,0.837810945273632,0.009652665589660714,1
0362-RAOQO,0,0,0,0,0.5362318840579711,1,0,2,1,1,1,1,1,1,2,0,1,0.013930348258706537,0.09363604892684052,0
9554-DFKIC,1,0,1,1,0.39130434782608686,1,2,0,2,0,0,0,0,0,0,1,0,0.3601990049751244,0.18115624278790676,0
5527-ACHSO,0,0,0,0,0.11594202898550722,1,0,0,0,0,0,2,2,2,0,0,3,0.5199004975124378,0.0935264251096238,0
0829-DDVLK,0,0,0,0,0.17391304347826084,1,0,2,1,1,1,1,1,1,1,0,1,0.018407960199005036,0.03273136395107315,0
1399-UBQIU,1,0,0,0,0.11594202898550722,1,0,0,0,0,2,0,2,2,0,1,2,0.5084577114427861,0.08001961689360718,0
1813-JLKWR,0,0,1,1,0.8840579710144927,1,0,2,1,1,1,1,1,1,1,0,0,0.015422885572139333,0.15207131317793676,0
0336-PIKEI,1,0,1,0,0.9999999999999999,1,0,0,2,2,2,2,2,0,2,0,0,0.5587064676616916,0.6164262635587353,0
7322-OCWHC,1,0,1,0,0.9999999999999999,1,2,1,2,2,2,2,0,0,2,1,0,0.7442786069651741,0.7750115393491807,0
9537-VHDTA,0,0,0,1,0.4264026973998779,1,0,0,2,0,0,0,0,0,0,0,3,0.327860696517413,0.003738749134548802,0
4957-TIALW,0,0,0,1,0.17391304347826084,1,0,0,2,2,2,2,0,0,1,0,1,0.4711442786069651,0.11437802907915989,0
2054-PJOCK,0,0,0,0,0.8260869565217391,1,2,0,0,0,2,2,2,2,1,0,1,0.6199004975124378,0.5571486268174476,0
9150-HEPMB,1,0,0,0,0.7681159420289856,1,0,0,2,0,2,0,0,0,1,0,3,0.34278606965174135,0.34628432956381255,0
9030-QGZNL,0,0,0,0,0.07246376811594202,1,0,2,1,1,1,1,1,1,2,0,3,0.02587064676616918,0.016483960304638834,0
6204-IEUXJ,0,0,0,0,0.48236602175280147,1,0,1,0,0,2,2,0,0,0,0,1,0.6154228855721393,0.0229344564966536,1
3126-WQMGH,0,0,1,0,0.6666666666666666,1,2,0,0,0,0,0,0,0,0,1,1,0.33731343283582094,0.2959785368105239,0
4529-CKBCL,0,0,0,0,0.4661002186524596,1,0,1,0,0,0,0,2,0,0,1,2,0.6164179104477612,0.014683821832448651,1
2506-CLAKW,0,0,0,0,0.04347826086956521,1,0,1,2,2,2,2,0,2,0,1,0,0.7950248756218907,0.06331063927994462,1
7176-WRTNX,1,0,0,0,0.9710144927536231,1,2,1,2,2,2,2,2,2,2,1,0,0.9621890547263683,0.8876586660512348,0
1583-IHQZE,1,0,0,0,0.13043478260869562,1,2,1,0,2,2,2,2,2,0,1,3,0.9422885572139305,0.15762174013385644,1
5732-IKGQH,1,0,1,0,0.7101449275362318,1,0,1,2,0,2,2,2,2,1,1,0,0.8577114427860697,0.6303311793214863,0
9239-GZHZE,0,0,1,0,0.9999999999999999,1,2,1,2,2,2,2,2,2,2,1,1,0.9492537313432836,0.9353104084929609,0
7205-BAIAD,0,0,0,0,0.5362318840579711,1,0,2,1,1,1,1,1,1,2,1,0,0.02338308457711452,0.09329563812600969,0
0151-ONTOV,0,0,0,0,0.4264026973998779,1,0,1,0,0,0,0,0,0,0,0,3,0.5238805970149254,0.006012000923147964,1
4140-MUHUG,0,0,0,0,0.48236602175280147,1,0,1,0,0,2,0,2,0,0,1,2,0.6825870646766169,0.023326794368797588,1
0093-EXYQL,0,0,0,0,0.5362318840579711,1,0,1,0,0,0,0,2,2,0,1,2,0.7293532338308457,0.4217401338564505,0
8064-RAVOH,1,0,0,1,0.4264026973998779,1,0,0,0,0,2,0,0,0,0,1,2,0.31442786069651746,0.0035829679206093035,0
0219-QAERP,1,0,1,0,0.39130434782608686,1,0,2,1,1,1,1,1,1,1,0,1,0.015422885572139333,0.06437225940456956,0
0320-JDNQG,1,0,1,1,0.28985507246376807,1,0,1,2,0,0,2,2,2,0,1,2,0.8119402985074626,0.26684744980383107,1
7180-PISOG,1,0,1,1,0.4264026973998779,1,2,1,0,0,0,0,0,0,0,1,2,0.5597014925373135,0.006427417493653331,1
9168-INPSZ,0,0,1,0,0.5942028985507247,1,2,1,0,0,2,2,2,2,0,0,2,0.8547263681592041,0.5165993537964457,0
3571-RFHAR,1,0,0,0,0.898550724637681,1,2,1,0,2,2,2,2,2,0,1,2,0.9044776119402986,0.7987999076852065,1
0015-UOCOJ,0,0,0,0,0.05797101449275363,1,0,0,2,0,0,0,0,0,0,1,2,0.2980099502487562,0.037104777290560775,0
5334-AFQJB,1,0,0,0,0.9999999999999999,1,2,2,1,1,1,1,1,1,2,1,1,0.06815920398009956,0.20437341333948766,0
2754-SDJRD,0,0,0,0,0.07246376811594202,1,2,1,0,0,0,2,2,2,0,1,1,0.8149253731343284,0.10267135933533345,0
9578-VRMNM,0,0,0,0,0.18840579710144925,1,2,0,0,0,2,0,0,2,0,1,1,0.46716417910447766,0.11822640203092541,1
1587-FKLZB,1,0,1,1,0.9130434782608694,1,2,1,0,0,2,0,2,2,0,1,1,0.8084577114427861,0.7850623124855758,1
6140-QNRQQ,1,0,0,0,0.4264026973998779,1,0,1,0,0,0,0,0,0,0,1,3,0.5303482587064676,0.0060870066928225275,1
8963-JLGJT,1,0,0,1,0.48236602175280147,1,0,0,2,0,2,0,0,0,0,0,3,0.3746268656716418,0.016010846988229882,0
4307-KTUMW,1,0,1,0,0.7246376811594203,1,2,1,2,0,2,0,0,2,0,0,2,0.7527363184079603,0.5781675513501039,1
1465-LNTLJ,1,0,1,0,0.07246376811594202,1,0,0,0,0,2,2,0,2,0,1,1,0.4592039800995026,0.06495499653819525,0
5440-FLBQG,1,0,1,0,0.9565217391304347,1,2,1,0,2,2,2,2,2,2,1,0,0.8970149253731344,0.8423032540964688,1
2135-DQWAQ,0,0,0,0,0.02898550724637681,1,0,1,0,2,0,0,2,0,0,1,3,0.6671641791044776,0.04634779598430647,0
4056-QHXHZ,0,0,1,1,0.9999999999999999,1,2,1,2,0,2,2,2,2,2,0,3,0.8875621890547265,0.8721324717285944,0
7470-MCQTK,0,0,1,0,0.14492753623188404,1,1,0,0,0,2,0,2,2,0,1,0,0.3034825870646766,0.07092084006462035,1
7488-MXJIV,0,0,0,0,0.01449275362318841,1,2,1,0,0,0,0,2,0,0,1,2,0.6706467661691543,0.034946918993768755,1
7401-JIXNM,0,0,1,1,0.7391304347826086,1,2,0,2,2,2,2,2,2,2,0,1,0.726865671641791,0.5707592891760905,0
9339-FIIJL,1,0,1,0,0.9999999999999999,1,2,0,0,2,2,2,2,2,2,0,0,0.67363184079602,0.7077198246018924,0
2027-FECZV,1,0,0,0,0.13043478260869562,1,2,1,0,2,2,0,2,2,0,1,2,0.8800995024875622,0.14252250173090236,1
2672-DZUOY,1,0,0,0,0.4264026973998779,1,1,0,0,0,0,0,0,0,0,1,2,0.06865671641791044,0.0007327486729748478,1
4706-DGAHW,1,0,0,0,0.4264026973998779,1,0,0,0,0,0,0,0,0,0,0,2,0.2681592039800995,0.00304638818370645,0
3870-MQAMG,0,0,1,0,0.7391304347826086,1,2,1,0,2,2,2,2,2,1,0,2,0.9164179104477612,0.6778617585968152,1
6670-MFRPK,1,0,1,1,0.9565217391304347,1,2,1,0,0,2,0,0,0,2,1,1,0.6064676616915423,0.6233383337179783,0
6177-PEVRA,0,0,0,0,0.6521739130434782,1,0,0,2,2,0,0,0,0,2,0,1,0.37064676616915426,0.30100969305331177,0
4800-CZMPC,0,0,1,1,0.6521739130434782,1,2,1,2,2,0,0,2,2,1,1,1,0.845771144278607,0.5791310870066928,1
4813-HQMGZ,0,0,1,0,0.07246376811594202,1,2,1,0,0,0,2,0,2,0,1,2,0.7164179104477613,0.08365451188552964,0
7579-KKLOE,1,0,1,1,0.9855072463768115,1,2,0,2,2,2,2,2,2,2,1,3,0.7263681592039801,0.7582275559658436,0
7377-DMMRI,1,0,0,0,0.4661002186524596,1,0,0,2,0,0,0,0,0,0,1,2,0.29402985074626864,0.008498730671590127,1
8402-EIVQS,1,0,1,0,0.927536231884058,1,0,1,2,2,0,0,2,2,1,1,1,0.8223880597014926,0.7747922917147473,0
4947-DSMXK,1,0,1,1,0.4492753623188405,1,2,1,0,2,0,0,2,2,0,1,0,0.7905472636815921,0.3913224094161089,0
7245-NIIWQ,0,0,0,0,0.48236602175280147,1,0,1,0,0,0,0,0,0,0,1,2,0.5134328358208955,0.020891991691668582,0
0002-ORFBO,0,0,1,1,0.08695652173913042,1,0,0,0,2,0,2,2,0,1,1,3,0.4711442786069651,0.06629356104315715,0
3324-OIRTO,1,0,1,1,0.9855072463768115,1,0,1,2,2,2,0,2,2,1,1,0,0.8597014925373134,0.8388645280406185,0
5414-OFQCB,1,0,0,0,0.782608695652174,1,2,1,0,0,0,2,2,0,2,1,1,0.718407960199005,0.6013154858066005,0
4967-WPNCF,1,0,0,0,0.9999999999999999,1,1,0,2,2,2,2,2,2,2,1,0,0.4522388059701493,0.513039464574198,0
8552-OBVRU,0,0,1,1,0.6521739130434782,1,0,1,2,0,2,2,2,2,0,1,2,0.8582089552238806,0.5826505885068083,0
8499-BRXTD,1,0,0,0,0.21739130434782603,1,0,2,1,1,1,1,1,1,1,0,3,0.018407960199005036,0.04420147703669511,0
9154-QDGTH,1,0,1,1,0.5797101449275363,1,2,1,0,0,2,2,2,2,1,1,1,0.8562189054726368,0.5115451188552966,0
8197-BFWVU,0,0,1,1,0.9999999999999999,1,2,0,2,2,2,2,2,2,2,1,0,0.7462686567164178,0.7696918993768751,0
2577-GVSIL,1,0,1,1,0.4637681159420289,1,2,0,0,0,0,2,2,2,1,1,0,0.5492537313432836,0.3049042234018001,0
9367-OIUXP,1,0,0,0,0.01449275362318841,1,0,2,1,1,1,1,1,1,0,0,3,0.024378109452736385,0.006260096930533143,0
6770-UAYGJ,0,0,1,1,0.6666666666666666,1,2,2,1,1,1,1,1,1,2,0,3,0.06965174129353235,0.137647126702054,0
6463-HHXJR,0,0,1,1,0.9855072463768115,1,2,1,2,2,2,0,2,0,2,0,0,0.8184079601990051,0.8091218555273483,0
7928-VJYAB,1,0,1,1,0.11594202898550722,1,0,1,0,0,0,0,2,2,0,0,2,0.7199004975124377,0.11555504269559197,0
1187-WILMM,1,0,1,1,0.8695652173913043,1,2,0,2,2,2,2,2,2,2,1,1,0.7079601990049752,0.6437629817678283,0
9776-OJUZI,0,0,0,0,0.898550724637681,1,2,1,0,2,2,0,2,0,0,1,0,0.7681592039800995,0.7159589199169167,0
1306-RPWXZ,0,0,0,1,0.6666666666666666,1,0,2,1,1,1,1,1,1,2,0,1,0.021890547263681615,0.11606854373413339,0
8949-JTMAY,0,0,0,0,0.3768115942028985,1,2,1,0,0,2,0,2,2,0,1,1,0.799502487562189,0.3363027925225017,1
2774-LVQUS,0,0,1,0,0.17391304347826084,1,2,1,0,0,2,2,0,0,0,1,2,0.6447761194029851,0.14303023309485344,1
3097-PYWXL,0,0,1,1,0.01449275362318841,1,0,2,1,1,1,1,1,1,0,1,2,0.01691542288557224,0.007396722824832669,0
2266-SJNAT,0,0,1,0,0.9999999999999999,1,2,1,0,2,2,2,2,2,1,0,1,0.9044776119402986,0.8966997461343181,0
0869-PAPRP,0,0,1,0,0.33333333333333326,1,0,1,0,0,2,0,2,0,0,1,1,0.6711442786069652,0.23634894991922453,0
4238-JSSWH,0,0,1,0,0.4637681159420289,1,2,1,0,0,2,0,2,2,0,0,0,0.8338308457711443,0.39623240249249947,0
2972-YDYUW,0,0,0,0,0.782608695652174,1,2,1,0,2,0,2,0,2,1,0,2,0.7606965174129353,0.6289118393722595,0
1104-FEJAM,1,0,1,1,0.3623188405797101,1,2,0,0,2,0,0,0,2,0,0,2,0.4592039800995026,0.20578698361412417,0
2809-ILCYT,0,0,1,0,0.3188405797101449,1,2,2,1,1,1,1,1,1,1,1,3,0.08507462686567163,0.08247749826909762,0
5499-ECUTN,0,0,1,0,0.6376811594202898,1,0,0,2,0,2,0,2,0,1,1,1,0.47562189054726367,0.3464862681744749,0
4981-FLTMF,0,0,1,1,0.782608695652174,1,2,0,2,2,0,2,0,0,0,0,0,0.46716417910447766,0.4233844911147011,0
9121-PHQSR,1,0,1,0,0.18840579710144925,1,2,1,0,0,0,0,2,0,0,1,1,0.6646766169154228,0.15836025848142166,0
